,lat,long,air,rhum,acpcp,pres,uwnd,vwnd
21825,27.08456,-102.8828,299.54697,40.68727,0.31300542,88514.46,-2.752262,-0.8899038
21826,27.06906,-102.5782,299.0001,42.913834,0.06300542,88464.46,-3.1370277,-0.75806785
21827,27.05246,-102.2738,298.85165,44.40602,0.11769292,89164.46,-5.1643715,-2.3049428
21828,27.03476,-101.9695,300.8126,42.55446,0.18800542,90964.46,-3.8001137,-1.9572866
21829,27.01596,-101.6654,300.51572,43.90602,0.28956792,92876.96,-3.055973,-1.3020132
21830,26.99606,-101.3615,303.36728,39.249767,0.53175545,94039.46,-3.977848,1.7565806
21831,26.97507,-101.0577,301.0001,46.99196,1.586443,92776.96,-3.9719887,1.7663462
21832,26.95297,-100.7542,304.40634,41.577896,2.102068,94764.46,-3.3342934,1.8688853
21833,26.92979,-100.4509,302.27353,46.84352,1.4067554,95751.96,-2.6126137,1.8239635
21834,26.90551,-100.1477,304.54697,45.609146,0.20363042,98139.46,-2.6087074,1.8298229
21835,26.88014,-99.84483,305.78915,43.952896,0.039567918,99726.96,-1.9885904,1.1716197
21836,26.85368,-99.54218,305.27353,46.84352,0.0005054176,100339.46,-2.055973,1.2184947
21837,26.82613,-99.23976,305.27353,46.71852,0.12550542,100339.46,-2.0520668,1.1833384
21838,26.7975,-98.93761,304.02353,51.61696,0.29738042,99876.96,-2.1057777,0.3034556
21839,26.76779,-98.6357,303.57822,56.765396,0.39894292,100376.96,-2.321598,0.8972056
21840,26.73699,-98.33408,303.53915,59.28102,0.67238045,101176.96,-1.9456216,0.19017434
21841,26.70511,-98.03275,302.39072,65.69508,0.44581792,101464.46,-1.9456216,0.19701028
21842,26.67216,-97.7317,301.49228,70.62477,0.14894292,101614.46,-2.0256996,-0.11744285
21843,26.63813,-97.43095,301.5079,73.37477,0.0005054176,101726.96,-1.7981607,-2.3820913
21844,26.60303,-97.13052,300.7579,84.21071,0.008317918,101751.96,-1.8049966,-2.3772085
21845,26.56686,-96.8304,300.92197,80.296646,0.87550545,101739.46,-1.7913247,-2.8029897
21846,26.52963,-96.53062,300.89853,81.015396,2.4848804,101714.46,-1.3460122,-3.4133413
21847,26.49132,-96.23116,301.02353,77.50758,5.0942554,101714.46,-1.4475747,-3.2268178
21848,26.45196,-95.93207,301.0704,75.49196,4.9223804,101701.96,-1.1419107,-3.3576772
21849,26.41154,-95.63332,301.11728,75.234146,4.7192554,101714.46,-0.654606,-3.376232
21850,26.37005,-95.33495,301.10947,74.515396,7.039568,101714.46,-0.34796536,-3.1408803
21851,26.32752,-95.03694,301.1876,73.265396,3.430193,101714.46,-0.35675442,-3.1408803
21852,26.28393,-94.73931,301.26572,73.07008,5.1098804,101701.96,0.035823703,-2.808849
21853,26.2393,-94.44209,301.28134,71.46852,7.4692554,101701.96,0.46258152,-2.3742788
21854,26.19362,-94.14526,301.33603,70.40602,6.398943,101689.46,0.45574558,-2.3742788
21855,26.1469,-93.84883,301.33603,70.40602,4.8755054,101701.96,0.80828464,-2.0178335
21856,26.09914,-93.55283,301.39072,69.765396,3.336443,101701.96,0.33855808,-2.3791616
21857,26.05034,-93.25724,301.42978,69.296646,1.602068,101689.46,1.0914878,-1.7229116
21858,26.00051,-92.9621,301.4454,68.60133,1.4536304,101676.96,1.2633628,-1.5363882
21859,25.94965,-92.66739,301.47665,68.71852,5.945818,101701.96,0.9000815,-1.760021
21860,25.89777,-92.37313,301.46884,68.03883,8.570818,101701.96,1.1920737,-1.4416616
21861,25.84486,-92.07934,301.48447,67.84352,2.8911304,101701.96,0.85222995,-1.5334585
21862,25.79094,-91.786,301.49228,69.02321,1.2348804,101689.46,0.7799643,-1.4279897
21863,25.736,-91.49314,301.49228,69.27321,0.64894295,101689.46,0.7076987,-1.3908803
21864,25.68004,-91.20077,301.48447,71.53883,0.24269292,101689.46,0.7057456,-1.3908803
21865,25.62309,-90.90888,301.48447,71.53883,0.08644292,101676.96,0.60515964,-1.369396
21866,25.56512,-90.61749,301.47665,73.86696,0.0005054176,101689.46,-0.06964505,-1.1887319
21867,25.50616,-90.32661,301.47665,73.16383,0.10206792,101689.46,0.4030112,-1.2951772
21868,25.4462,-90.03623,301.47665,73.16383,0.13331792,101689.46,0.2545737,-1.253185
21869,25.38525,-89.74638,301.45322,73.671646,0.047380418,101689.46,-0.10187161,-1.2473257
21870,25.32331,-89.45705,301.5079,73.17946,0.055192918,101701.96,0.24480808,-1.2736928
22103,25.64557,-124.329,291.36728,92.49977,0.0005054176,102289.46,-2.2923012,-5.0969353
22104,25.70688,-124.0381,291.21884,92.86696,0.0005054176,102289.46,-2.0520668,-5.0158806
22105,25.7672,-123.7467,291.17978,92.69508,0.0005054176,102276.96,-2.1194496,-5.1340446
22106,25.82652,-123.4547,291.17978,92.69508,0.0005054176,102264.46,-1.6917154,-5.292248
22107,25.88483,-123.1623,291.15634,92.71071,0.0005054176,102264.46,-1.5969888,-5.0969353
22108,25.94214,-122.8693,290.95322,92.83571,0.0005054176,102251.96,-1.2395669,-5.4758415
22109,25.99843,-122.5758,290.92197,92.78102,0.0005054176,102251.96,-0.93390286,-5.532482
22110,26.0537,-122.2819,291.0704,92.74977,0.0005054176,102239.46,-0.7161294,-5.4621696
22111,26.10796,-121.9875,291.0079,92.85133,0.0005054176,102226.96,-0.66046536,-5.5275993
22112,26.16119,-121.6926,291.11728,92.546646,0.0005054176,102214.46,-0.38995755,-5.5227165
22113,26.21339,-121.3972,291.28134,91.796646,0.0005054176,102214.46,-0.19562161,-5.5559196
22114,26.26456,-121.1014,291.1876,91.63258,0.0005054176,102214.46,-0.4563638,-5.3459587
22115,26.31469,-120.8051,291.2501,91.24196,0.0005054176,102189.46,-0.115543485,-5.541271
22116,26.36379,-120.5084,291.2501,91.24196,0.0005054176,102189.46,0.024104953,-5.349865
22117,26.41185,-120.2113,291.3126,90.796646,0.0005054176,102176.96,-0.06280911,-4.8625603
22118,26.45886,-119.9137,291.39072,90.67946,0.0005054176,102176.96,0.20379245,-5.1096306
22119,26.50482,-119.6158,291.39072,90.67946,0.0005054176,102164.46,0.44012058,-4.8576775
22120,26.54974,-119.3174,291.49228,90.92946,0.0005054176,102139.46,1.2623862,-4.463146
22121,26.5936,-119.0186,291.59384,90.96071,0.0005054176,102139.46,0.6969565,-4.5022087
22122,26.6364,-118.7195,291.59384,90.96071,0.0005054176,102139.46,0.9684409,-4.1428337
22123,26.67814,-118.4199,291.70322,90.640396,0.0005054176,102139.46,1.6784018,-3.7082632
22124,26.71882,-118.12,291.60947,90.75758,0.0005054176,102101.96,1.2125815,-3.7961538
22125,26.75844,-117.8197,291.78915,90.63258,0.0005054176,102076.96,1.4196128,-3.5022085
22126,26.79698,-117.5191,291.8829,90.41383,0.0005054176,102076.96,1.954769,-3.2639272
22127,26.83446,-117.2182,291.7501,90.140396,0.0005054176,102076.96,1.5836753,-3.3303335
22128,26.87086,-116.9169,291.90634,90.27321,0.0005054176,102064.46,2.169613,-3.244396
22129,26.90619,-116.6152,291.86728,90.53883,0.0005054176,102051.96,2.4586754,-3.3986928
22130,26.94044,-116.3133,291.70322,90.84352,0.0005054176,102051.96,2.1051598,-3.3899038
22131,26.9736,-116.0111,291.57822,91.28883,0.0005054176,102039.46,2.7975426,-3.746349
22132,27.00569,-115.7085,291.57822,91.28883,0.0005054176,102001.96,3.3737144,-4.231701
22133,27.03668,-115.4057,291.59384,91.96071,0.0005054176,101989.46,3.0280113,-4.057873
22134,27.0666,-115.1026,291.72665,92.74977,0.0005054176,101989.46,4.2067223,-4.195568
22135,27.09542,-114.7993,291.72665,92.74977,0.0005054176,101951.96,4.6637535,-3.971935
22136,27.12315,-114.4956,291.89072,93.30446,0.0005054176,101939.46,4.6520348,-3.9846303
22137,27.14979,-114.1918,298.83603,46.93727,0.0005054176,100151.96,2.077816,-2.1877553
22138,27.17533,-113.8877,298.83603,46.93727,0.0005054176,99626.96,2.374691,-3.05006
22139,27.19977,-113.5833,299.60165,44.71852,0.0005054176,98776.96,2.8600426,-3.1740835
22140,27.22312,-113.2788,300.20322,43.78102,0.0005054176,98839.46,2.3493004,-1.5774038
22141,27.24537,-112.974,300.83603,41.609146,0.0005054176,96514.46,2.787777,0.8288462
22142,27.26651,-112.669,299.41415,42.02321,0.0005054176,94176.96,3.1998863,1.0182993
22143,27.28655,-112.3639,302.05478,38.116955,0.0005054176,96314.46,0.2076987,-0.6311147
22144,27.30548,-112.0585,304.39072,41.27321,0.0005054176,100489.46,2.336605,-1.1613882
22145,27.32331,-111.7531,301.59384,85.64821,0.0005054176,101601.96,0.3825034,0.7126353
22146,27.34004,-111.4474,301.57822,85.94508,0.0005054176,101614.46,0.44695652,1.0759165
22147,27.35565,-111.1416,301.46103,86.93727,0.0005054176,101614.46,0.45867527,1.0134165
22148,27.37015,-110.8356,301.46103,86.93727,0.023942918,101601.96,0.55828464,1.2097056
22149,27.38355,-110.5296,301.35947,88.515396,0.06300542,101589.46,0.5729331,1.2380259
22150,27.39583,-110.2234,303.96103,62.382584,0.64894295,100564.46,0.7526206,0.73118997
22151,27.407,-109.9171,303.96103,62.382584,1.273943,99764.46,1.939144,0.6550181
22152,27.41705,-109.6107,303.4376,50.952896,2.6567554,97426.96,2.435238,-0.60670066
22153,27.42599,-109.3042,304.20322,51.64821,4.711443,96901.96,2.484066,-0.28931785
22154,27.43382,-108.9976,304.20322,51.64821,6.7348804,96301.96,2.3932457,-0.026622534
22155,27.44053,-108.691,301.91415,61.234146,8.531755,94139.46,1.1950034,-0.13990378
22156,27.44613,-108.3843,296.76572,68.71071,6.555193,87689.46,2.3239098,0.31029153
22157,27.45061,-108.0775,295.83603,67.32008,6.5786304,83189.46,0.88347995,-0.65650535
22158,27.45397,-107.7708,292.70322,68.390396,7.523943,80339.46,-0.050113797,-0.30006003
22159,27.45622,-107.464,292.55478,60.59352,9.29738,78989.46,0.5826987,-0.54713035
22160,27.45735,-107.1572,293.5704,49.952896,9.063005,78839.46,-1.7229654,-0.22388816
22161,27.45737,-106.8503,293.5704,49.952896,6.1098804,79889.46,-2.7893715,-0.08423972
22162,27.45626,-106.5435,297.0079,37.679455,3.8286304,82201.96,-2.3176918,-0.34693503
22163,27.45404,-106.2367,298.34384,34.554455,1.3286304,83364.46,-2.6487465,0.35911965
22164,27.4507,-105.93,298.34384,34.554455,1.0005054,84476.96,-2.3469887,1.4225962
22165,27.44625,-105.6232,299.46884,33.22633,0.58644295,85614.46,-2.3450356,1.2341197
22166,27.44068,-105.3165,300.55478,31.593517,0.72706795,86701.96,-2.0637856,1.380604
22167,27.434,-105.0099,300.55478,31.593517,0.51613045,86864.46,-2.4768715,1.3395884
22168,27.4262,-104.7033,299.0001,35.57008,0.39113042,85714.46,-2.0169106,1.3747447
22169,27.41728,-104.3968,297.17197,40.257584,0.38331792,84226.96,-4.0432777,0.9860728
22170,27.40726,-104.0904,296.8829,42.28102,0.45363042,84851.96,-2.9719887,-0.22388816
22171,27.39611,-103.7841,298.73447,41.64821,0.61769295,86739.46,-3.3421059,1.2526743
22172,27.38386,-103.4779,298.60947,41.101334,0.92238045,87576.96,-2.7737465,-0.9211538
22173,27.37049,-103.1718,300.10165,38.50758,0.19581792,88601.96,-3.1467934,0.2458384
22174,27.35602,-102.8659,300.10165,38.50758,0.20363042,88114.46,-2.9114418,-0.6789663
22175,27.34043,-102.5601,296.4454,48.49977,0.24269292,86064.46,-3.1370277,-0.75806785
22176,27.32374,-102.2544,295.89072,52.05446,0.65675545,86751.96,-5.6087074,0.16966653
22177,27.30593,-101.9489,295.89072,52.05446,0.93019295,88926.96,-4.908512,-0.013927221
22178,27.28703,-101.6436,303.53134,38.616955,0.93800545,94676.96,-3.2288246,-0.60181785
22179,27.26701,-101.3384,303.72665,40.28102,1.2973804,95864.46,-3.0969887,-1.3039663
22180,27.2459,-101.0335,303.72665,40.28102,1.0786304,96376.96,-3.413395,-0.5979116
22181,27.22368,-100.7287,304.40634,41.577896,1.305193,97489.46,-2.5061684,0.94798684
22182,27.20036,-100.4241,304.67197,43.421646,0.70363045,98139.46,-3.4192543,0.1130259
22183,27.17594,-100.1198,305.2501,43.609146,0.26613042,99026.96,-2.2825356,1.2682993
22184,27.15042,-99.81567,305.78915,43.952896,0.031755418,99951.96,-1.9964029,1.1296275
22185,27.12381,-99.51179,305.32822,45.515396,0.10988042,100339.46,-2.055973,1.2194712
22186,27.09611,-99.20815,304.8829,47.140396,0.20363042,99851.96,-2.3079262,1.3942759
22187,27.06731,-98.90479,304.8829,47.140396,0.46925542,99464.46,-1.8801919,0.38548684
22188,27.03743,-98.60168,304.11728,53.24977,0.95363045,100389.46,-2.321598,0.89818215
22189,27.00646,-98.29885,303.16415,62.90602,0.65675545,101064.46,-1.9651529,-0.07056785
22190,26.9744,-97.99632,303.16415,62.90602,0.35988042,101464.46,-2.7708168,-0.3996694
22191,26.94126,-97.69407,301.7579,71.234146,0.055192918,101639.46,-2.1419106,0.07689309
22192,26.90704,-97.39213,301.3204,79.28883,0.016130418,101739.46,-1.80402,-2.563732
22193,26.87174,-97.09051,300.95322,82.046646,0.75831795,101751.96,-1.5569497,-3.1496694
22194,26.83536,-96.7892,300.92197,80.296646,1.6880054,101751.96,-1.6878091,-2.8742788
22195,26.79791,-96.48824,300.96884,78.78102,3.227068,101726.96,-1.3469888,-3.4133413
22196,26.75939,-96.1876,301.02353,77.15602,3.727068,101714.46,-1.4973794,-3.3811147
22197,26.7198,-95.88733,301.02353,77.15602,4.102068,101714.46,-1.3079263,-3.5559194
22198,26.67915,-95.58742,301.09384,74.63258,5.9848804,101726.96,-0.654606,-3.376232
22199,26.63743,-95.28786,301.14072,73.72633,8.219255,101714.46,-1.0120279,-3.5715444
22200,26.59466,-94.9887,301.14072,73.72633,6.9692554,101714.46,-0.7405435,-3.4348257
22201,26.55082,-94.68992,301.2501,71.68727,6.9223804,101714.46,-0.748356,-3.431896
22202,26.50594,-94.39154,301.30478,70.53102,13.07863,101689.46,-0.42804348,-3.213146
22203,26.46,-94.09356,301.3204,70.46852,16.445818,101676.96,0.006526828,-2.8303335
22204,26.41301,-93.79599,301.3829,69.53102,10.76613,101676.96,0.18719089,-2.3440053
22205,26.36498,-93.49885,301.39853,69.21071,4.195818,101676.96,0.33758152,-2.3801382
22206,26.31591,-93.20213,301.39072,69.27321,2.477068,101664.46,0.47039402,-1.9826772
22207,26.26579,-92.90586,301.41415,68.71071,1.8755054,101664.46,0.5143393,-1.6672475
22208,26.21465,-92.61003,301.42978,68.59352,4.555193,101676.96,0.9000815,-1.760021
22209,26.16247,-92.31466,301.46884,67.50758,5.273943,101689.46,0.36590183,-1.4211538
22210,26.10927,-92.01975,301.46884,67.50758,1.6723804,101689.46,0.31902683,-1.3400991
22211,26.05504,-91.7253,301.46884,67.87477,1.352068,101701.96,0.31609714,-1.3410757
22212,25.99979,-91.43135,301.49228,68.03883,1.383318,101689.46,0.22137058,-1.3117788
22213,25.94353,-91.13788,301.5001,69.06227,0.30519292,101676.96,0.10515964,-1.26881
22214,25.88625,-90.8449,301.49228,71.99196,0.008317918,101676.96,0.10222995,-1.2707632
22215,25.82796,-90.55243,301.53134,71.07008,0.0005054176,101676.96,-0.06964505,-1.1867788
22216,25.76867,-90.26047,301.5001,72.47633,0.055192918,101689.46,-0.47003567,-1.1516225
22217,25.70837,-89.96902,301.54697,70.42946,0.14894292,101689.46,-0.53546536,-1.096935
22218,25.64708,-89.6781,301.54697,71.14821,0.32863042,101689.46,-0.10284817,-1.2473257
22219,25.58479,-89.38771,301.5079,73.17946,0.18019292,101689.46,-0.5344888,-1.1379507
22220,25.52151,-89.09786,301.5626,71.92946,0.09425542,101689.46,-0.5423013,-1.2492788
22221,25.45725,-88.80856,301.57822,72.74196,0.07081792,101701.96,-0.5442544,-1.2463491
22222,25.39201,-88.51981,301.57822,72.74196,0.11769292,101701.96,-0.53546536,-1.3244741
22223,25.32579,-88.23163,301.5626,73.515396,0.19581792,101701.96,-0.5481607,-1.3059194
22452,25.90776,-124.3978,291.17197,92.86696,0.0005054176,102314.46,-1.5266763,-5.0022087
22453,25.96943,-124.1059,291.03134,92.85133,0.0005054176,102301.96,-2.049137,-5.0158806
22454,26.03008,-123.8134,291.09384,92.827896,0.0005054176,102301.96,-1.2698404,-5.0490837
22455,26.08974,-123.5203,291.0704,92.74196,0.0005054176,102276.96,-0.97296536,-5.14674
22456,26.14837,-123.2268,290.86728,92.88258,0.0005054176,102264.46,-1.5930825,-5.099865
22457,26.206,-122.9327,290.95322,92.83571,0.0005054176,102264.46,-0.55109036,-5.3303337
22458,26.26261,-122.6381,290.8126,92.96071,0.0005054176,102264.46,-0.119449735,-5.4553337
22459,26.31819,-122.3431,290.84384,92.952896,0.0005054176,102264.46,-0.7112466,-5.463146
22460,26.37275,-122.0475,290.96103,92.796646,0.0005054176,102251.96,0.20672214,-5.561779
22461,26.42628,-121.7515,290.96103,92.796646,0.0005054176,102226.96,0.34441745,-5.606701
22462,26.47878,-121.455,291.03915,92.53883,0.0005054176,102226.96,0.3326987,-5.606701
22463,26.53024,-121.1581,291.0704,91.859146,0.0005054176,102214.46,0.4498862,-5.582287
22464,26.58066,-120.8607,291.0704,91.859146,0.0005054176,102214.46,0.6032065,-5.3801384
22465,26.63003,-120.5628,291.14072,91.31227,0.0005054176,102176.96,0.5905112,-5.3840446
22466,26.67836,-120.2646,291.0626,91.25758,0.0005054176,102176.96,0.7721518,-5.117443
22467,26.72564,-119.9659,291.24228,90.90602,0.0005054176,102176.96,1.03973,-4.8264275
22468,26.77186,-119.6667,291.35947,90.86696,0.0005054176,102176.96,1.0280112,-4.8313103
22469,26.81703,-119.3672,291.3126,90.99977,0.0005054176,102139.46,1.2633628,-4.463146
22470,26.86114,-119.0673,291.42197,91.07008,0.0005054176,102139.46,1.5446128,-4.8147087
22471,26.90418,-118.7669,291.51572,90.78883,0.0005054176,102139.46,1.7633628,-4.4270134
22472,26.94616,-118.4662,291.4376,90.72633,0.0005054176,102114.46,1.6793784,-3.7082632
22473,26.98707,-118.1651,291.60947,90.75758,0.0005054176,102101.96,1.9293784,-4.014904
22474,27.02691,-117.8637,291.53134,90.234146,0.0005054176,102076.96,2.0582848,-3.6535757
22475,27.06568,-117.5619,291.6251,89.99977,0.0005054176,102064.46,1.9576987,-3.2629507
22476,27.10337,-117.2597,291.7501,90.140396,0.0005054176,102064.46,2.1373863,-3.3674428
22477,27.13998,-116.9572,291.6251,89.94508,0.0005054176,102051.96,2.2643394,-3.1936147
22478,27.17551,-116.6544,291.64853,90.452896,0.0005054176,102051.96,2.2575035,-3.2014272
22479,27.20995,-116.3513,291.70322,90.84352,0.0005054176,102051.96,2.4586754,-3.20631
22480,27.24331,-116.0478,291.54697,91.10133,0.0005054176,102051.96,2.6813316,-3.4172475
22481,27.27557,-115.7441,291.51572,91.734146,0.0005054176,102001.96,2.6725426,-3.42506
22482,27.30675,-115.4401,291.46103,92.09352,0.0005054176,101989.46,2.9557457,-3.9192007
22483,27.33683,-115.1357,291.64853,92.22633,0.0005054176,101989.46,3.6920738,-4.429943
22484,27.36582,-114.8312,291.78134,93.14821,0.0005054176,101939.46,3.6823082,-4.4397087
22485,27.39371,-114.5263,295.78134,52.65602,0.0005054176,99439.46,3.903988,-4.344982
22486,27.4205,-114.2212,297.60165,48.56227,0.0005054176,99214.46,3.365902,-3.0051382
22487,27.44619,-113.9159,299.07822,49.163834,0.0005054176,100064.46,1.1881675,-3.0393178
22488,27.47077,-113.6103,299.30478,49.74977,0.0005054176,99501.96,2.8600426,-3.1711538
22489,27.49425,-113.3045,300.20322,43.78102,0.0005054176,97039.46,4.4000816,-1.5002553
22490,27.51662,-112.9985,298.41415,41.15602,0.0005054176,93364.46,2.2018394,-0.37330222
22491,27.53789,-112.6923,302.92197,35.85133,0.0005054176,96401.96,3.1998863,1.0182993
22492,27.55804,-112.3859,302.05478,38.116955,0.0005054176,98739.46,0.7184409,0.37962747
22493,27.57709,-112.0793,301.82822,81.10133,0.0005054176,101614.46,0.5436362,0.927479
22494,27.59502,-111.7726,301.67978,84.15602,0.0005054176,101614.46,0.5465659,0.92454934
22495,27.61184,-111.4657,301.51572,86.67946,0.008317918,101601.96,0.62078464,1.1599009
22496,27.62754,-111.1586,301.51572,86.67946,0.008317918,101626.96,0.54265964,1.2917368
22497,27.64213,-110.8514,301.3829,88.74196,0.039567918,101601.96,0.5465659,1.2907603
22498,27.6556,-110.5441,304.30478,61.43727,0.19581792,100664.46,2.2575035,0.60911965
22499,27.66795,-110.2366,303.8829,56.81227,0.69581795,99476.96,2.2526207,0.8630259
22500,27.67918,-109.9291,304.78915,53.351334,1.648943,99476.96,2.341488,0.7643931
22501,27.6893,-109.6214,303.24228,51.46852,4.1411304,97151.96,2.435238,-0.6057241
22502,27.69829,-109.3137,303.1954,52.109146,5.898943,95001.96,2.2067223,-0.46802878
22503,27.70616,-109.0058,300.7579,59.08571,8.813005,93501.96,2.0172691,-0.8459585
22504,27.71291,-108.6979,296.95322,67.984146,7.977068,89376.96,1.19598,-0.13990378
22505,27.71854,-108.39,296.76572,68.71071,6.6880054,84951.96,1.0973471,-0.17798972
22506,27.72305,-108.082,291.99228,70.734146,6.3286304,80314.46,0.60515964,-0.6731069
22507,27.72643,-107.7739,292.14853,62.952896,12.602068,79114.46,0.6032065,-0.6740835
22508,27.72869,-107.4659,292.55478,60.59352,12.250505,78389.46,0.25262058,-0.28834128
22509,27.72983,-107.1578,293.3204,53.195084,12.656755,78826.96,-1.5774575,-0.3059194
22510,27.72984,-106.8497,293.60165,45.038834,6.789568,78851.96,-1.5784341,-0.30298972
22511,27.72873,-106.5416,296.58603,39.015392,2.5630054,81789.46,-2.7219887,-0.10670066
22512,27.7265,-106.2336,298.59384,34.234142,0.39113042,83989.46,-2.600895,0.17259622
22513,27.72314,-105.9256,299.6954,32.148205,0.13331792,84914.46,-2.600895,0.17943215
22514,27.71866,-105.6175,301.14853,29.827892,0.19581792,86576.96,-2.3450356,1.2341197
22515,27.71306,-105.3096,300.80478,30.702892,0.34425542,87176.96,-2.243473,1.2722056
22516,27.70634,-105.0017,300.60947,31.304455,0.19581792,87164.46,-2.9192543,0.7126353
22517,27.6985,-104.6939,298.89853,35.327892,0.15675542,85864.46,-2.015934,1.3747447
22518,27.68953,-104.3861,297.17197,40.257584,0.27394292,84939.46,-3.6868324,1.6628306
22519,27.67944,-104.0785,298.55478,37.843517,0.33644292,85776.96,-3.1692543,0.93236184
22520,27.66824,-103.7709,298.8126,39.359142,1.180193,86951.96,-3.1673012,0.9411509
22521,27.65591,-103.4634,298.60947,41.101334,0.75050545,87951.96,-2.8450356,0.6755259
22522,27.64247,-103.1561,300.22665,37.077892,0.039567918,88639.46,-3.9993324,-0.37037253
22523,27.62791,-102.8489,298.0704,42.702896,0.055192918,87689.46,-3.9983559,-0.3606069
22524,27.61223,-102.5418,297.59384,44.83571,0.69581795,87026.96,-4.1194496,-0.32349753
22525,27.59544,-102.2349,297.34384,46.21852,1.5161304,87701.96,-4.1262856,-0.24341941
22526,27.57754,-101.9282,299.35947,46.570084,2.320818,89501.96,-4.127262,-0.23365378
22527,27.55852,-101.6216,301.40634,43.93727,3.3598804,92676.96,-3.2298012,-0.6008413
22528,27.53839,-101.3152,303.92978,39.796642,3.008318,95814.46,-3.6282387,0.4753306
22529,27.51716,-101.009,303.77353,41.36696,2.7973804,96751.96,-2.7405434,0.36497903
22530,27.49481,-100.703,304.78134,42.445084,1.4223804,98214.46,-2.5061684,0.9489634
22531,27.47136,-100.3972,304.67197,43.421646,0.82081795,98814.46,-2.5413246,0.62767434
22532,27.4468,-100.0916,304.99228,43.601334,0.44581792,99526.96,-2.1712074,0.96849465
22533,27.42114,-99.78625,304.92197,45.14821,0.23488042,99564.46,-2.1673012,0.97337747
22534,27.39438,-99.48116,304.67978,46.538834,0.40675542,99739.46,-1.9788247,1.2057993
22535,27.36651,-99.17629,304.78915,46.49196,0.46925542,99351.96,-2.0862465,1.4538462
22536,27.33755,-98.8717,303.5626,50.202896,0.91456795,98664.46,-2.0823402,1.4597056
22537,27.3075,-98.56738,304.3204,52.515396,1.2192554,99976.96,-1.9788247,1.0475962
22538,27.27635,-98.26334,303.92197,56.58571,0.89894295,101076.96,-2.02277,0.13743997
22539,27.24411,-97.95959,303.30478,62.96852,0.49269292,101476.96,-1.9710122,0.2956431
22540,27.21078,-97.65613,302.53915,69.74977,0.14113042,101626.96,-2.1419106,0.07786965
22541,27.17636,-97.35299,301.3204,79.28883,0.047380418,101751.96,-1.7180825,-2.465099
22542,27.14086,-97.05016,300.98447,81.00758,0.72706795,101751.96,-1.5667154,-3.1945913
22543,27.10428,-96.74767,300.98447,79.50758,5.617693,101751.96,-1.5735513,-3.190685
22544,27.06661,-96.4455,300.96884,78.78102,4.102068,101739.46,-1.4622232,-3.5608022
22545,27.02788,-96.14368,300.99228,78.18727,3.008318,101726.96,-1.2825357,-3.6701772
22546,26.98806,-95.84223,301.0626,76.02321,3.2036304,101726.96,-1.2903482,-3.6672475
22547,26.94718,-95.54114,301.10947,75.22633,3.9848804,101726.96,-1.0657388,-3.6359975
22548,26.90522,-95.24042,301.14072,73.921646,5.7036304,101726.96,-1.3967935,-3.7346303
22549,26.8622,-94.94008,301.24228,71.734146,5.7661304,101714.46,-0.86944973,-3.4826772
22550,26.81812,-94.64013,301.3126,70.64821,8.133318,101714.46,-0.48273098,-3.2453725
22551,26.77298,-94.34058,301.30478,70.53102,15.523943,101676.96,-1.0491372,-3.494396
22552,26.72678,-94.04146,301.39072,69.92946,19.164568,101676.96,-0.14191067,-2.8078725
22553,26.67953,-93.74274,301.4376,69.03102,11.336443,101664.46,-0.69952786,-3.199474
22554,26.63123,-93.44444,301.39853,69.21071,5.1411304,101651.96,-0.3987466,-2.7229116
22555,26.58187,-93.14658,301.4376,68.67946,2.4380054,101651.96,-0.06378567,-2.2639272
22556,26.53148,-92.84917,301.4376,68.171646,2.398943,101651.96,-0.068668485,-2.2639272
22557,26.48005,-92.55222,301.4376,68.171646,3.758318,101664.46,0.09734714,-1.8430288
22558,26.42758,-92.25572,301.46103,67.46071,4.6880054,101689.46,-0.6614419,-1.2082632
22559,26.37407,-91.95969,301.46103,67.484146,2.2973804,101701.96,-0.04327786,-1.4426382
22560,26.31954,-91.66413,301.46103,67.78883,2.2192554,101701.96,-0.16632473,-1.2697866
22561,26.26398,-91.36907,301.49228,68.03883,2.258318,101701.96,-0.90265286,-1.2014272
22562,26.2074,-91.07449,301.5079,68.82008,0.27394292,101676.96,-0.28253567,-1.2541616
22563,26.1498,-90.78042,301.54697,69.81227,0.008317918,101676.96,-0.9309732,-1.1496694
22564,26.09118,-90.48685,301.53134,71.07008,0.11769292,101676.96,-0.9749185,-1.0442007
22565,26.03156,-90.19381,301.5704,69.21071,0.28956792,101676.96,-0.47101223,-1.1516225
22566,25.97092,-89.90128,301.5704,69.28883,1.133318,101689.46,-0.9778482,-1.0481069
22567,25.90928,-89.60929,301.5704,69.28883,0.92238045,101689.46,-0.9563638,-1.128185
22568,25.84665,-89.31783,301.57822,69.40602,0.44581792,101689.46,-1.3655435,-1.0090444
22569,25.78302,-89.02692,301.58603,70.14821,0.31300542,101689.46,-0.90265286,-1.2297475
22570,25.7184,-88.73657,301.58603,70.14821,0.25050542,101701.96,-0.87921536,-1.2541616
22571,25.65279,-88.44677,301.60165,71.609146,0.26613042,101701.96,-1.2005044,-1.1555288
22572,25.5862,-88.15755,301.60947,70.18727,0.39113042,101701.96,-0.86359036,-1.1809194
22573,25.51864,-87.86889,301.60947,71.17946,0.44581792,101701.96,-1.1604654,-1.1213491
22574,25.4501,-87.58082,301.61728,72.015396,0.44581792,101701.96,-1.1135904,-1.0315053
